,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
60,2016-01-18,CLE,,GSW,L 98-132,240,37,77,.481,30,58,.517,7,19,.368,17,25,.680,98,46,85,.541,27,45,.600,19,40,.475,21,27,.778,132
61,2016-01-15,CLE,@,HOU,W 91-77,240,34,87,.391,26,52,.500,8,35,.229,15,23,.652,91,26,74,.351,20,49,.408,6,25,.240,19,29,.655,77
62,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
63,2016-01-14,CLE,@,SAS,L 95-99,240,38,82,.463,28,56,.500,10,26,.385,9,11,.818,95,38,83,.458,33,66,.500,5,17,.294,18,22,.818,99
64,2016-01-12,CLE,@,DAL,W 110-107 (OT),265,40,97,.412,23,53,.434,17,44,.386,13,16,.813,110,39,79,.494,28,51,.549,11,28,.393,18,22,.818,107
65,2016-01-10,CLE,@,PHI,W 95-85,240,35,90,.389,26,58,.448,9,32,.281,16,23,.696,95,35,77,.455,29,59,.492,6,18,.333,9,19,.474,85
66,2016-01-08,CLE,@,MIN,W 125-99,240,43,81,.531,30,54,.556,13,27,.481,26,29,.897,125,36,79,.456,29,63,.460,7,16,.438,20,26,.769,99
67,2016-01-06,CLE,@,WAS,W 121-115,240,48,89,.539,36,60,.600,12,29,.414,13,19,.684,121,42,76,.553,28,52,.538,14,24,.583,17,27,.630,115
68,2016-01-04,CLE,,TOR,W 122-100,240,41,74,.554,24,41,.585,17,33,.515,23,26,.885,122,36,73,.493,28,54,.519,8,19,.421,20,29,.690,100
69,2016-01-02,CLE,,ORL,W 104-79,240,34,82,.415,22,45,.489,12,37,.324,24,39,.615,104,29,76,.382,23,51,.451,6,25,.240,15,17,.882,79
70,2015-12-29,CLE,@,DEN,W 93-87,240,38,86,.442,34,64,.531,4,22,.182,13,22,.591,93,37,89,.416,32,65,.492,5,24,.208,8,11,.727,87
71,2015-12-28,CLE,@,PHO,W 101-97,240,33,71,.465,16,30,.533,17,41,.415,18,25,.720,101,36,79,.456,25,54,.463,11,25,.440,14,20,.700,97
72,2015-12-26,CLE,@,POR,L 76-105,240,28,77,.364,17,46,.370,11,31,.355,9,15,.600,76,41,89,.461,32,67,.478,9,22,.409,14,19,.737,105
73,2015-12-25,CLE,@,GSW,L 83-89,240,30,95,.316,25,65,.385,5,30,.167,18,25,.720,83,32,78,.410,27,60,.450,5,18,.278,20,27,.741,89
74,2015-12-23,CLE,,NYK,W 91-84,240,32,83,.386,27,61,.443,5,22,.227,22,25,.880,91,32,82,.390,27,66,.409,5,16,.313,15,16,.938,84
75,2015-12-20,CLE,,PHI,W 108-86,240,40,85,.471,29,60,.483,11,25,.440,17,21,.810,108,30,86,.349,25,62,.403,5,24,.208,21,30,.700,86
76,2015-12-17,CLE,,OKC,W 104-100,240,41,88,.466,29,59,.492,12,29,.414,10,13,.769,104,35,74,.473,29,54,.537,6,20,.300,24,28,.857,100
77,2015-12-15,CLE,@,BOS,W 89-77,240,36,78,.462,28,55,.509,8,23,.348,9,10,.900,89,28,87,.322,19,55,.345,9,32,.281,12,14,.857,77
78,2015-12-11,CLE,@,ORL,W 111-76,240,41,72,.569,30,51,.588,11,21,.524,18,27,.667,111,28,72,.389,22,50,.440,6,22,.273,14,20,.700,76
79,2015-12-08,CLE,,POR,W 105-100,240,40,79,.506,31,58,.534,9,21,.429,16,20,.800,105,40,79,.506,29,53,.547,11,26,.423,9,16,.563,100
80,2015-12-05,CLE,@,MIA,L 84-99,240,31,85,.365,25,57,.439,6,28,.214,16,24,.667,84,37,68,.544,30,52,.577,7,16,.438,18,29,.621,99
81,2015-12-04,CLE,@,NOP,L 108-114 (OT),265,39,89,.438,29,56,.518,10,33,.303,20,24,.833,108,42,85,.494,33,60,.550,9,25,.360,21,31,.677,114
82,2015-12-01,CLE,,WAS,L 85-97,240,28,83,.337,19,53,.358,9,30,.300,20,23,.870,85,39,83,.470,32,55,.582,7,28,.250,12,16,.750,97
83,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
84,2015-11-28,CLE,,BRK,W 90-88,240,35,87,.402,26,60,.433,9,27,.333,11,17,.647,90,33,81,.407,29,64,.453,4,17,.235,18,24,.750,88
85,2015-11-27,CLE,@,CHO,W 95-90,240,34,81,.420,26,56,.464,8,25,.320,19,25,.760,95,33,80,.413,28,55,.509,5,25,.200,19,25,.760,90
86,2015-11-25,CLE,@,TOR,L 99-103,240,36,82,.439,22,53,.415,14,29,.483,13,16,.813,99,40,79,.506,29,54,.537,11,25,.440,12,22,.545,103
